time,date,pm25,pm10,pm,,no2,so2,o3,MQ135,co,temperature,humidity,aqi,aqi_category
23:00:00,2020-01-01,308.4,608.8,458.6,,103.2,22.5,16.3,47.33333333,3.98,15.9,63,500,Severe
6:00:00,2020-01-01,307.6,649.7,478.65,,107.7,23.7,14.6,48.66666667,4.67,6.8,100,500,Severe
12:00:00,2020-01-01,208.2,338.9,273.55,,64.7,11.8,29,35.16666667,3.38,19.6,65,368,Very Poor
18:00:00,2020-01-01,248.7,532.1,390.4,,107,22.7,20.9,50.2,4.53,15,56,500,Severe
23:00:00,2020-01-01,288.4,498.3,393.35,,99.5,18.1,23.5,47.03333333,5.16,15.7,60,485,Severe
6:00:00,2020-01-01,269.8,488.6,379.2,,89.8,15.9,21.5,42.4,4.23,7.4,100,473,Severe
12:00:00,2020-01-01,217.9,440.9,329.4,,64.4,21.3,24.5,36.73333333,3.14,19,64,414,Severe
18:00:00,2020-01-01,215.7,474.4,345.05,,109.7,20.3,28.1,52.7,5.38,12.6,63,456,Severe
23:00:00,2020-01-01,294.2,532.8,413.5,,90.1,21.2,20.9,44.06666667,4.55,15,52,500,Severe
6:00:00,2020-01-01,327,596.1,461.55,,111.2,22.6,15.2,49.66666667,5.13,9.9,100,500,Severe
12:00:00,2020-01-01,231.1,436.6,333.85,,95,18.3,25.1,46.13333333,3.92,17.2,46,408,Severe
18:00:00,2020-01-01,271.6,483.2,377.4,,128.4,25.2,25.6,59.73333333,5.75,14.1,64,466,Severe
23:00:00,2020-01-01,324.8,655,489.9,,104.1,27.3,17.5,49.63333333,4.49,12.5,45,500,Severe
6:00:00,2020-01-01,248.2,424.5,336.35,,94.7,16.4,24.5,45.2,4.38,8.3,100,399,Very Poor
12:00:00,2020-01-01,178.7,344.3,261.5,,64,13.3,38.9,38.73333333,2.27,16.9,51,345,Very Poor
18:00:00,2020-01-01,218.9,382.6,300.75,,96.5,19.4,29.7,48.53333333,4.08,15.1,56,376,Very Poor
23:00:00,2020-01-01,254.7,462.1,358.4,,95.1,25.8,23.3,48.06666667,4.56,13.3,46,440,Severe
6:00:00,2020-01-01,312.5,589.4,450.95,,122.1,27.5,14,54.53333333,5.15,8.9,100,500,Severe
12:00:00,2020-01-01,246.1,510.9,378.5,,76.4,25.2,28.1,43.23333333,3.14,17.5,65,500,Severe
18:00:00,2020-01-01,304,549,426.5,,153.2,22.3,16.5,64,5.99,15,52,500,Severe
23:00:00,2020-01-01,331.4,659.2,495.3,,125.8,22.3,16.5,54.86666667,5.03,15,48,500,Severe
6:00:00,2020-01-01,266.3,572.8,419.55,,86,18.6,20.9,41.83333333,3.26,9.4,100,500,Severe
12:00:00,2020-01-01,192.2,352.6,272.4,,59.6,13.4,37.3,36.76666667,2.74,17.7,60,356,Very Poor
18:00:00,2020-01-01,276.3,505.9,391.1,,129.4,20.4,22.9,57.56666667,4.69,14.6,46,495,Severe
23:00:00,2020-01-01,258.3,509.4,383.85,,96.3,19.2,23.1,46.2,4.56,16,47,499,Severe
6:00:00,2020-01-01,305.5,642.7,474.1,,121.3,31.4,17.7,56.8,3.7,7.7,95,500,Severe
12:00:00,2020-01-01,243.2,498.7,370.95,,100.1,23.8,22.6,48.83333333,3.25,17.8,46,486,Severe
18:00:00,2020-01-01,264.8,490.9,377.85,,147.3,21.1,27.6,65.33333333,5.93,14.7,47,476,Severe
23:00:00,2020-01-01,325.3,706.3,515.8,,113.2,24.4,16.5,51.36666667,5.09,13.9,59,500,Severe
6:00:00,2020-01-01,385,703,544,,119.5,27.7,15.7,54.3,6.4,6.9,100,500,Severe
12:00:00,2020-01-01,237.2,458.1,347.65,,97,17.7,28.9,47.86666667,3.02,20.7,55,435,Severe
18:00:00,2020-01-01,306.6,515.3,410.95,,152.5,31.6,15.5,66.53333333,6.42,14.6,46,500,Severe
23:00:00,2020-01-01,285.1,486.2,385.65,,100,27.9,24.3,50.73333333,4.66,12.4,54,470,Severe
6:00:00,2020-01-01,331.5,602,466.75,,119.2,20.3,16.8,52.1,5.42,9.9,95,500,Severe
12:00:00,2020-01-01,206.6,441.9,324.25,,72.2,14.1,24.1,36.8,2.73,19.7,48,415,Severe
18:00:00,2020-01-01,271.3,511,391.15,,155.1,23.2,26.5,68.26666667,5.89,13.5,61,500,Severe
23:00:00,2020-01-01,337.7,647,492.35,,101.6,33.1,12.2,48.96666667,4.95,13.9,51,500,Severe
6:00:00,2020-01-01,346.5,644.9,495.7,,120.1,21.6,14.4,52.03333333,4.51,8.5,100,500,Severe
12:00:00,2020-01-01,207.5,358.8,283.15,,74.7,16.9,25.7,39.1,3.04,18.4,52,367,Very Poor
18:00:00,2020-01-01,319.3,642.7,481,,185,29.6,17.8,77.46666667,7.76,13.8,49,500,Severe
23:00:00,2020-01-01,350.4,603.5,476.95,,139.8,27.7,14,60.5,4.63,14.1,53,500,Severe
6:00:00,2020-01-01,385.8,709.1,547.45,,144.6,24.5,15,61.36666667,6.57,7.6,100,500,Severe
12:00:00,2020-01-01,231.7,381,306.35,,93.1,13,26.6,44.23333333,3.17,16.9,62,386,Very Poor
18:00:00,2020-01-01,242.8,459.3,351.05,,113.5,17.7,27.6,52.93333333,5.19,13,54,437,Severe
23:00:00,2020-01-01,311.5,538.1,424.8,,96.9,20.5,12.7,43.36666667,5.05,14.1,52,500,Severe
6:00:00,2020-01-01,352,712.6,532.3,,132,29.3,12,57.76666667,5.25,8.2,100,500,Severe
12:00:00,2020-01-01,263.6,450,356.8,,93.6,20.9,20.2,44.9,3.2,18.4,52,425,Severe
18:00:00,2020-01-01,260.8,505.6,383.2,,122.4,25.3,25.7,57.8,5.05,14.5,46,494,Severe
23:00:00,2020-01-01,356.5,706.5,531.5,,149.5,26.1,17.5,64.36666667,4.8,15.1,55,500,Severe
6:00:00,2020-01-01,442.6,796,619.3,,133.4,53,13.1,66.5,7.1,7.3,100,500,Severe
12:00:00,2020-01-01,250.6,468.6,359.6,,82.9,30.5,22.5,45.3,4.1,17.9,52,448,Severe
18:00:00,2020-01-01,278.4,566.1,422.25,,115.6,27.4,22.3,55.1,5.8,12.7,54,500,Severe
23:00:00,2020-01-01,358.8,629.4,494.1,,114,46.2,14.3,58.16666667,4.46,13.2,64,500,Severe
6:00:00,2020-01-02,448.4,749.2,598.8,,134.8,39.9,15.1,63.26666667,7.62,10,98,500,Severe
12:00:00,2020-01-02,326.2,670.8,498.5,,104.9,24.1,15.6,48.2,4.49,17.8,62,500,Severe
18:00:00,2020-01-02,292.4,516,404.2,,136,21.9,28.6,62.16666667,5.03,14.5,59,500,Severe
23:00:00,2020-01-02,315.1,578.7,446.9,,106.6,30.5,16.8,51.3,4.56,13.6,60,500,Severe
6:00:00,2020-01-02,377.4,610.6,494,,150.9,31.9,13.1,65.3,5.02,7.8,100,500,Severe
12:00:00,2020-01-02,313.1,589.2,451.15,,105.6,36,13.7,51.76666667,4.94,20.5,45,500,Severe
18:00:00,2020-01-02,337,673.8,505.4,,184.3,42.9,15.6,80.93333333,7.15,12,63,500,Severe
23:00:00,2020-01-02,320.1,574.2,447.15,,131.2,28.3,13.2,57.56666667,5.73,15.8,50,500,Severe
6:00:00,2020-01-02,330.7,674.2,502.45,,116.3,38.1,16.9,57.1,5.62,7.1,100,500,Severe
12:00:00,2020-01-02,262.7,474,368.35,,73.9,35,29.7,46.2,3.95,19,51,455,Severe
18:00:00,2020-01-02,275.1,580.3,427.7,,117.6,29.3,27.7,58.2,5.06,13.3,46,500,Severe
23:00:00,2020-01-02,287.4,566,426.7,,120.7,27.3,23.4,57.13333333,4.61,13.3,62,500,Severe
6:00:00,2020-01-02,420.3,784.6,602.45,,166.8,39.6,16.9,74.43333333,5.05,9.4,100,500,Severe
12:00:00,2020-01-02,233.1,382.1,307.6,,73.6,29,27.7,43.43333333,3.33,19.2,52,387,Very Poor
18:00:00,2020-01-02,364.5,703.2,533.85,,194.7,31.3,17.8,81.26666667,6.98,13.8,60,500,Severe
23:00:00,2020-01-02,384.9,736,560.45,,112.5,44.6,12.4,56.5,6.23,16,54,500,Severe
6:00:00,2020-01-02,328.7,667.9,498.3,,94.3,30.5,13.9,46.23333333,5.85,8,99,500,Severe
12:00:00,2020-01-02,230.7,422.8,326.75,,83.4,13.3,22,39.56666667,2.86,18.9,53,391,Very Poor
18:00:00,2020-01-02,268.5,457.2,362.85,,162.4,27,29.4,72.93333333,4.71,15.4,55,434,Severe
23:00:00,2020-01-02,309.8,502.3,406.05,,95.4,22.9,16.3,44.86666667,5.53,14.5,57,490,Severe
6:00:00,2020-01-02,316.3,562,439.15,,122.3,26.1,13.1,53.83333333,4.45,8.2,100,500,Severe
12:00:00,2020-01-02,260.4,472.7,366.55,,80.7,22.2,27.1,43.33333333,4.31,18.7,45,453,Severe
18:00:00,2020-01-02,268.1,432.4,350.25,,154.2,18.6,26.7,66.5,6.07,15.5,60,414,Severe
23:00:00,2020-01-02,283.1,598,440.55,,81.8,18.1,27.7,42.53333333,3.93,14.6,59,500,Severe
6:00:00,2020-01-02,371.5,706.6,539.05,,145.1,30.2,15.9,63.73333333,6.14,8.4,100,500,Severe
12:00:00,2020-01-02,268.2,514.4,391.3,,79.4,21,29.6,43.33333333,3.9,18.5,60,500,Severe
18:00:00,2020-01-02,265.9,463.3,364.6,,104.6,24.9,29.7,53.06666667,4.71,12.6,46,442,Severe
23:00:00,2020-01-02,326.4,630.1,478.25,,105.8,28.7,15.7,50.06666667,4.81,14.9,61,500,Severe
6:00:00,2020-01-02,433,717.5,575.25,,148.6,27,14.5,63.36666667,6.85,8,100,500,Severe
12:00:00,2020-01-02,221.7,407.4,314.55,,80.9,17.9,23.4,40.73333333,3.57,18.4,53,378,Very Poor
18:00:00,2020-01-02,291,533,412,,147.3,28,25.2,66.83333333,7.3,15,57,500,Severe
23:00:00,2020-01-02,352.3,736.1,544.2,,115.5,31.5,15.4,54.13333333,4.68,15.7,61,500,Severe
6:00:00,2020-01-02,335.1,686.5,510.8,,100.5,25.9,17.9,48.1,4.31,7.1,100,500,Severe
12:00:00,2020-01-02,233.1,374.3,303.7,,74.2,15,25.1,38.1,3.28,18.5,57,387,Very Poor
18:00:00,2020-01-02,316.7,570.1,443.4,,138.2,31,17.8,62.33333333,7.24,12.7,62,500,Severe
23:00:00,2020-01-02,271.2,565.3,418.25,,78.3,17.3,26.6,40.73333333,3.33,15.8,49,500,Severe
6:00:00,2020-01-02,358.4,639.7,499.05,,103.4,24.6,12.9,46.96666667,4.72,7.8,100,500,Severe
12:00:00,2020-01-02,238.6,434.5,336.55,,93.9,24,21.2,46.36666667,3.56,17.9,56,406,Severe
18:00:00,2020-01-02,233.9,479.4,356.65,,127,19.9,22.9,56.6,4.14,15.6,54,462,Severe
23:00:00,2020-01-02,302.7,565.9,434.3,,91.4,26.7,16.6,44.9,4.18,14.4,55,500,Severe
6:00:00,2020-01-02,340.7,574.8,457.75,,115.4,31.5,15.1,54,5.62,8.1,100,500,Severe
12:00:00,2020-01-02,245,475.5,360.25,,78.1,24,21.6,41.23333333,3.47,19.7,50,457,Severe
18:00:00,2020-01-02,232.6,502.3,367.45,,89.5,14.8,23.9,42.73333333,4.69,12.2,48,490,Severe
23:00:00,2020-01-02,284.8,614.9,449.85,,114.5,25.6,29.9,56.66666667,4.51,15.3,52,500,Severe
6:00:00,2020-01-02,296.7,496.2,396.45,,105.7,19.2,25.4,50.1,4.71,9.7,100,483,Severe
12:00:00,2020-01-02,196.7,364.9,280.8,,56,19.9,39.1,38.33333333,3.02,20.6,51,359,Very Poor
18:00:00,2020-01-02,281.6,617.8,449.7,,145.2,18.8,29.2,64.4,5.98,12.2,63,500,Severe
23:00:00,2020-01-02,256.1,470.7,363.4,,81.7,21.3,20.9,41.3,3.47,13.1,49,451,Severe
6:00:00,2020-01-02,350.2,636.3,493.25,,125.5,20.4,15.3,53.73333333,4.44,6.3,100,500,Severe
12:00:00,2020-01-02,203.6,439.9,321.75,,74.8,20.5,20.9,38.73333333,3.25,17.6,63,412,Severe
18:00:00,2020-01-02,276.8,605.4,441.1,,140.6,17.4,22.3,60.1,5.95,15.3,49,500,Severe
23:00:00,2020-01-02,239.7,511.5,375.6,,81.4,19.9,26.6,42.63333333,4.04,12.6,58,500,Severe
6:00:00,2020-01-02,299,573.4,436.2,,122.3,24.7,20.3,55.76666667,5.33,7.3,100,500,Severe
12:00:00,2020-01-02,215,471.1,343.05,,67.6,14.1,26.3,36,2.9,17.4,47,451,Severe
18:00:00,2020-01-02,221.4,466.8,344.1,,92.5,18.7,22.2,44.46666667,5.08,13.6,49,446,Severe
23:00:00,2020-01-02,260.7,566,413.35,,98.8,17.1,23.3,46.4,3.3,12.2,50,500,Severe
6:00:00,2020-01-02,371.8,787.9,579.85,,124.2,31.2,14.3,56.56666667,6.29,8.4,100,500,Severe
12:00:00,2020-01-02,252.1,526.4,389.25,,73,19.3,26.6,39.63333333,3.65,17.6,57,500,Severe
18:00:00,2020-01-02,318.8,565.7,442.25,,134.4,22.8,17.5,58.23333333,6.17,13.2,54,500,Severe
23:00:00,2020-01-02,356.4,622.9,489.65,,130.8,21.2,14.8,55.6,5.14,12.6,63,500,Severe
6:00:00,2020-01-02,335.1,655.1,495.1,,100,25,13.4,46.13333333,4.37,8.4,97,500,Severe
12:00:00,2020-01-02,222.8,435.6,329.2,,63.9,17.7,22.3,34.63333333,3.89,18.3,64,407,Severe
18:00:00,2020-01-02,253.3,406.7,330,,130.8,18.3,28.9,59.33333333,5.4,12.3,47,403,Severe
23:00:00,2020-01-02,317.6,650.2,483.9,,110.8,30.7,17.7,53.06666667,5.68,15.9,63,500,Severe
6:00:00,2020-01-02,371.6,695,533.3,,117.1,21.2,12.1,50.13333333,6.17,8.8,100,500,Severe
12:00:00,2020-01-02,212.9,371.2,292.05,,72.5,14.6,28.4,38.5,3.16,17.4,61,371,Very Poor
18:00:00,2020-01-02,224.7,409.6,317.15,,119.2,20.4,20.4,53.33333333,5.6,14.5,59,381,Very Poor
23:00:00,2020-01-02,339.7,735.3,537.5,,142.4,24.6,17.9,61.63333333,4.71,13.6,60,500,Severe
6:00:00,2020-01-02,355.1,585.4,470.25,,134.2,26.8,15.2,58.73333333,5.33,9.6,100,500,Severe
12:00:00,2020-01-02,234.5,382.5,308.5,,79.4,17.9,26.3,41.2,3.95,19.1,56,388,Very Poor
18:00:00,2020-01-02,273,469.1,371.05,,125.6,20.3,27.8,57.9,6.84,15.3,57,449,Severe
23:00:00,2020-01-02,258.1,423.2,340.65,,77,24.7,27.3,43,3.38,12.4,52,406,Severe
6:00:00,2020-01-02,289.2,486.9,388.05,,89.4,26.5,24,46.63333333,3.5,7.6,100,471,Severe
12:00:00,2020-01-02,235.5,472.5,354,,78.2,18.2,20.6,39,3.07,19.1,48,453,Severe
18:00:00,2020-01-02,269.6,584.4,427,,150.9,24.8,23.1,66.26666667,6.41,15.1,45,500,Severe
23:00:00,2020-01-02,264,576.6,420.3,,77.4,17.1,21.4,38.63333333,3.87,15.3,53,500,Severe
6:00:00,2020-01-02,338.9,693,515.95,,95.7,21.4,13.8,43.63333333,4.25,8.8,100,500,Severe
12:00:00,2020-01-02,240.3,504.2,372.25,,92.6,23.6,22.3,46.16666667,3.77,20.4,64,493,Severe
18:00:00,2020-01-02,320.8,691.3,506.05,,141.6,33.2,15.3,63.36666667,5.83,12.2,61,500,Severe
23:00:00,2020-01-02,344.1,679.4,511.75,,144.1,22.9,17.3,61.43333333,5.02,15.1,48,500,Severe
6:00:00,2020-01-02,310.7,589.8,450.25,,97.2,31.8,12.1,47.03333333,5.39,7.5,100,500,Severe
12:00:00,2020-01-02,242,477.7,359.85,,70.3,15.8,21.7,35.93333333,4.24,20.2,63,460,Severe
18:00:00,2020-01-02,253,519.7,386.35,,104.5,26.1,25.1,51.9,5.6,13.7,59,500,Severe
23:00:00,2020-01-02,331.5,598.9,465.2,,134.8,27.8,13.7,58.76666667,5.65,14.4,55,500,Severe
6:00:00,2020-01-02,362.6,759,560.8,,117.9,21.5,14.1,51.16666667,4.57,7.7,100,500,Severe
12:00:00,2020-01-02,206.6,406.9,306.75,,76.1,11.6,25.8,37.83333333,2.73,19.8,61,371,Very Poor
18:00:00,2020-01-02,260.5,563,411.75,,115.3,23,21.3,53.2,5.22,13.7,48,500,Severe
23:00:00,2020-01-02,282.9,456.2,369.55,,88.7,25.6,25.8,46.7,3.9,15.6,62,433,Severe
6:00:00,2020-01-02,409.6,883.3,646.45,,147.8,38.9,15.9,67.53333333,5.94,9.4,100,500,Severe
12:00:00,2020-01-02,295.7,503.2,399.45,,123.9,34.1,24,60.66666667,3.89,20.4,50,492,Severe
18:00:00,2020-01-02,343.8,715.7,529.75,,183.3,35.1,15.3,77.9,5.97,15.7,60,500,Severe
23:00:00,2020-01-02,361.1,711.9,536.5,,128.8,36.2,12.4,59.13333333,6.19,15.9,51,500,Severe
6:00:00,2020-01-03,396.3,728.2,562.25,,122.7,45.9,13.5,60.7,4.76,7.1,100,500,Severe
12:00:00,2020-01-03,310.6,611.8,461.2,,125.1,40.8,16,60.63333333,3.75,18.5,56,500,Severe
18:00:00,2020-01-03,394.3,660.2,527.25,,160.1,43.6,16.4,73.36666667,9.53,12.1,64,500,Severe
23:00:00,2020-01-03,319.6,595.7,457.65,,117,25.7,15.1,52.6,5.22,14.8,56,500,Severe
6:00:00,2020-01-03,355.9,722.9,539.4,,125.2,45.7,16.8,62.56666667,6.2,9,100,500,Severe
12:00:00,2020-01-03,289.9,570.7,430.3,,85.7,32.9,24.8,47.8,5.19,20.1,55,500,Severe
18:00:00,2020-01-03,336.5,649.7,493.1,,166.5,34.4,13.6,71.5,7.83,14.2,50,500,Severe
23:00:00,2020-01-03,361.7,635.6,498.65,,128.6,27.9,12.1,56.2,5.46,15,51,500,Severe
6:00:00,2020-01-03,431.5,835.7,633.6,,152.6,51.7,17.3,73.86666667,6.15,8.8,100,500,Severe
12:00:00,2020-01-03,239.3,393.1,316.2,,78.6,27.6,24.5,43.56666667,3.32,17,55,392,Very Poor
18:00:00,2020-01-03,321.1,581.4,451.25,,205.2,29.6,15,83.26666667,5.69,15.8,51,500,Severe
23:00:00,2020-01-03,330.6,561.7,446.15,,115.6,24.1,16.3,52,4.42,12.5,51,500,Severe
6:00:00,2020-01-03,338.8,677.7,508.25,,113,28.7,12.9,51.53333333,6.08,8.4,98,500,Severe
12:00:00,2020-01-03,259.5,535.2,397.35,,85,24.3,25,44.76666667,3.6,19.5,55,500,Severe
18:00:00,2020-01-03,333.5,701.7,517.6,,202.3,34.7,17.9,84.96666667,5.73,16,56,500,Severe
23:00:00,2020-01-03,324.3,564.5,444.4,,118,37.3,15.7,57,4.53,15.7,57,500,Severe
6:00:00,2020-01-03,418,761.3,589.65,,150.4,40.5,12.4,67.76666667,7.27,6.6,97,500,Severe
12:00:00,2020-01-03,226.6,475.1,350.85,,91.6,18.1,26.3,45.33333333,3.05,17.9,56,456,Severe
18:00:00,2020-01-03,340.8,644.8,492.8,,158.6,21,16.1,65.23333333,7.92,12.4,56,500,Severe
23:00:00,2020-01-03,375.3,742.3,558.8,,135.2,24.4,14.1,57.9,6.06,15.6,49,500,Severe
6:00:00,2020-01-03,382.8,803,592.9,,127.9,33.6,13.8,58.43333333,4.7,6.3,100,500,Severe
12:00:00,2020-01-03,214.6,416.7,315.65,,65.1,17.5,20.1,34.23333333,2.85,18.5,47,383,Very Poor
18:00:00,2020-01-03,323.9,708.3,516.1,,189.2,26.9,13.3,76.46666667,5.83,13,62,500,Severe
23:00:00,2020-01-03,313.1,609.4,461.25,,126.3,25,12.8,54.7,4.19,14.5,59,500,Severe
6:00:00,2020-01-03,401.4,800.8,601.1,,157.7,26.4,13.4,65.83333333,5.7,9.5,100,500,Severe
12:00:00,2020-01-03,242.8,403.3,323.05,,72.7,24.1,29,41.93333333,3.39,18.1,61,394,Very Poor
18:00:00,2020-01-03,288.4,490.1,389.25,,160.5,28.3,27.1,71.96666667,5.83,15.4,48,475,Severe
23:00:00,2020-01-03,295.6,495.6,395.6,,95.9,25.7,20.2,47.26666667,3.92,15.2,64,482,Severe
6:00:00,2020-01-03,342.9,708.4,525.65,,141.7,35.1,17.9,64.9,6.07,9.4,97,500,Severe
12:00:00,2020-01-03,233.3,445.3,339.3,,68.4,15.8,25.2,36.46666667,3.07,19.2,47,419,Severe
18:00:00,2020-01-03,281.6,506.2,393.9,,130.8,24.9,27.8,61.16666667,5.18,13,53,495,Severe
23:00:00,2020-01-03,323,548.7,435.85,,131.6,29.3,12.7,57.86666667,4.79,14.4,52,500,Severe
6:00:00,2020-01-03,348.1,744.5,546.3,,142.4,35.3,17.3,65,4.21,6.6,100,500,Severe
12:00:00,2020-01-03,232.3,460.7,346.5,,71,17.5,25.4,37.96666667,3.72,17.7,52,438,Severe
18:00:00,2020-01-03,307.4,511.6,409.5,,184.9,22.1,12.2,73.06666667,6.17,13.2,47,500,Severe
23:00:00,2020-01-03,312.7,624.8,468.75,,109.1,22.3,17.4,49.6,5.12,12.8,59,500,Severe
6:00:00,2020-01-03,377.7,656.4,517.05,,139.9,32.5,14.6,62.33333333,5.82,7.6,100,500,Severe
12:00:00,2020-01-03,215.3,468.8,342.05,,83.8,13,27,41.26666667,3.51,18.1,51,448,Severe
18:00:00,2020-01-03,286.7,596.2,441.45,,185.8,28.2,21.6,78.53333333,4.9,14.2,52,500,Severe
23:00:00,2020-01-03,306.5,499.7,403.1,,107.9,26.6,15.4,49.96666667,3.76,13.8,61,487,Severe
6:00:00,2020-01-03,348.6,645,496.8,,110.4,32,14.6,52.33333333,4.84,8.7,100,500,Severe
12:00:00,2020-01-03,217,447.6,332.3,,73.9,14.6,23.2,37.23333333,2.97,18.9,58,422,Severe
18:00:00,2020-01-03,262.8,547.8,405.3,,129.2,21.3,29.8,60.1,6.22,13.1,48,500,Severe
23:00:00,2020-01-03,320.7,571.1,445.9,,119.2,25.1,14.3,52.86666667,4.31,14.3,58,500,Severe
6:00:00,2020-01-03,360.3,747.7,554,,122.4,25.1,15.3,54.26666667,5.28,6.4,100,500,Severe
12:00:00,2020-01-03,224.3,453.7,339,,76.7,14.8,29.5,40.33333333,3.71,17.4,58,430,Severe
18:00:00,2020-01-03,294,481.5,387.75,,171.2,19.1,27,72.43333333,6.42,12.6,46,464,Severe
23:00:00,2020-01-03,296.5,570.3,433.4,,93.2,29.9,27.9,50.33333333,4.4,15.2,58,500,Severe
6:00:00,2020-01-03,315.5,687.8,501.65,,111.2,18,16.2,48.46666667,4.25,8.1,100,500,Severe
12:00:00,2020-01-03,184.4,313.9,249.15,,69.2,17.3,34.4,40.3,2.64,17,58,350,Very Poor
18:00:00,2020-01-03,259.2,450.5,354.85,,97.1,25.1,20.4,47.53333333,5.31,12.6,55,426,Severe
23:00:00,2020-01-03,246.5,486.1,366.3,,87.2,19.9,24.5,43.86666667,3.32,15.7,61,470,Severe
6:00:00,2020-01-03,374.9,727.5,551.2,,135.9,30.2,14.2,60.1,5.43,9.6,100,500,Severe
12:00:00,2020-01-03,234.3,394.4,314.35,,66.9,15.2,24.7,35.6,3.34,18.8,58,388,Very Poor
