time,date,pm,MQ135,co,temperature,humidity,aqi,aqi_category
6:00:00,2020-01-02,439.15,53.83333333,4.45,8.2,100,500,Severe
12:00:00,2020-01-02,366.55,43.33333333,4.31,18.7,45,453,Severe
18:00:00,2020-01-02,350.25,66.5,6.07,15.5,60,414,Severe
23:00:00,2020-01-02,440.55,42.53333333,3.93,14.6,59,500,Severe
6:00:00,2020-01-02,539.05,63.73333333,6.14,8.4,100,500,Severe
12:00:00,2020-01-02,391.3,43.33333333,3.9,18.5,60,500,Severe
18:00:00,2020-01-02,364.6,53.06666667,4.71,12.6,46,442,Severe
23:00:00,2020-01-02,478.25,50.06666667,4.81,14.9,61,500,Severe
6:00:00,2020-01-02,575.25,63.36666667,6.85,8.0,100,500,Severe
12:00:00,2020-01-02,314.55,40.73333333,3.57,18.4,53,378,Very Poor
18:00:00,2020-01-02,412.0,66.83333333,7.3,15.0,57,500,Severe
23:00:00,2020-01-02,544.2,54.13333333,4.68,15.7,61,500,Severe
6:00:00,2020-01-02,510.8,48.1,4.31,7.1,100,500,Severe
12:00:00,2020-01-02,303.7,38.1,3.28,18.5,57,387,Very Poor
18:00:00,2020-01-02,443.4,62.33333333,7.24,12.7,62,500,Severe
23:00:00,2020-01-02,418.25,40.73333333,3.33,15.8,49,500,Severe
6:00:00,2020-01-02,499.05,46.96666667,4.72,7.8,100,500,Severe
12:00:00,2020-01-02,336.55,46.36666667,3.56,17.9,56,406,Severe
18:00:00,2020-01-02,356.65,56.6,4.14,15.6,54,462,Severe
23:00:00,2020-01-02,434.3,44.9,4.18,14.4,55,500,Severe
6:00:00,2020-01-02,457.75,54.0,5.62,8.1,100,500,Severe
12:00:00,2020-01-02,360.25,41.23333333,3.47,19.7,50,457,Severe
18:00:00,2020-01-02,367.45,42.73333333,4.69,12.2,48,490,Severe
23:00:00,2020-01-02,449.85,56.66666667,4.51,15.3,52,500,Severe
6:00:00,2020-01-02,396.45,50.1,4.71,9.7,100,483,Severe
12:00:00,2020-01-02,280.8,38.33333333,3.02,20.6,51,359,Very Poor
18:00:00,2020-01-02,449.7,64.4,5.98,12.2,63,500,Severe
23:00:00,2020-01-02,363.4,41.3,3.47,13.1,49,451,Severe
6:00:00,2020-01-02,493.25,53.73333333,4.44,6.3,100,500,Severe
12:00:00,2020-01-02,321.75,38.73333333,3.25,17.6,63,412,Severe
18:00:00,2020-01-02,441.1,60.1,5.95,15.3,49,500,Severe
23:00:00,2020-01-02,375.6,42.63333333,4.04,12.6,58,500,Severe
6:00:00,2020-01-02,436.2,55.76666667,5.33,7.3,100,500,Severe
12:00:00,2020-01-02,343.05,36.0,2.9,17.4,47,451,Severe
18:00:00,2020-01-02,344.1,44.46666667,5.08,13.6,49,446,Severe
23:00:00,2020-01-02,413.35,46.4,3.3,12.2,50,500,Severe
6:00:00,2020-01-02,579.85,56.56666667,6.29,8.4,100,500,Severe
12:00:00,2020-01-02,389.25,39.63333333,3.65,17.6,57,500,Severe
18:00:00,2020-01-02,442.25,58.23333333,6.17,13.2,54,500,Severe
23:00:00,2020-01-02,489.65,55.6,5.14,12.6,63,500,Severe
6:00:00,2020-01-02,495.1,46.13333333,4.37,8.4,97,500,Severe
12:00:00,2020-01-02,329.2,34.63333333,3.89,18.3,64,407,Severe
18:00:00,2020-01-02,330.0,59.33333333,5.4,12.3,47,403,Severe
23:00:00,2020-01-02,483.9,53.06666667,5.68,15.9,63,500,Severe
6:00:00,2020-01-02,533.3,50.13333333,6.17,8.8,100,500,Severe
12:00:00,2020-01-02,292.05,38.5,3.16,17.4,61,371,Very Poor
18:00:00,2020-01-02,317.15,53.33333333,5.6,14.5,59,381,Very Poor
23:00:00,2020-01-02,537.5,61.63333333,4.71,13.6,60,500,Severe
6:00:00,2020-01-02,470.25,58.73333333,5.33,9.6,100,500,Severe
12:00:00,2020-01-02,308.5,41.2,3.95,19.1,56,388,Very Poor
18:00:00,2020-01-02,371.05,57.9,6.84,15.3,57,449,Severe
23:00:00,2020-01-02,340.65,43.0,3.38,12.4,52,406,Severe
6:00:00,2020-01-02,388.05,46.63333333,3.5,7.6,100,471,Severe
12:00:00,2020-01-02,354.0,39.0,3.07,19.1,48,453,Severe
18:00:00,2020-01-02,427.0,66.26666667,6.41,15.1,45,500,Severe
23:00:00,2020-01-02,420.3,38.63333333,3.87,15.3,53,500,Severe
6:00:00,2020-01-02,515.95,43.63333333,4.25,8.8,100,500,Severe
12:00:00,2020-01-02,372.25,46.16666667,3.77,20.4,64,493,Severe
18:00:00,2020-01-02,506.05,63.36666667,5.83,12.2,61,500,Severe
23:00:00,2020-01-02,511.75,61.43333333,5.02,15.1,48,500,Severe
6:00:00,2020-01-02,450.25,47.03333333,5.39,7.5,100,500,Severe
12:00:00,2020-01-02,359.85,35.93333333,4.24,20.2,63,460,Severe
18:00:00,2020-01-02,386.35,51.9,5.6,13.7,59,500,Severe
23:00:00,2020-01-02,465.2,58.76666667,5.65,14.4,55,500,Severe
6:00:00,2020-01-02,560.8,51.16666667,4.57,7.7,100,500,Severe
12:00:00,2020-01-02,306.75,37.83333333,2.73,19.8,61,371,Very Poor
18:00:00,2020-01-02,411.75,53.2,5.22,13.7,48,500,Severe
23:00:00,2020-01-02,369.55,46.7,3.9,15.6,62,433,Severe
6:00:00,2020-01-02,646.45,67.53333333,5.94,9.4,100,500,Severe
12:00:00,2020-01-02,399.45,60.66666667,3.89,20.4,50,492,Severe
18:00:00,2020-01-02,529.75,77.9,5.97,15.7,60,500,Severe
23:00:00,2020-01-02,536.5,59.13333333,6.19,15.9,51,500,Severe
6:00:00,2020-01-03,562.25,60.7,4.76,7.1,100,500,Severe
12:00:00,2020-01-03,461.2,60.63333333,3.75,18.5,56,500,Severe
18:00:00,2020-01-03,527.25,73.36666667,9.53,12.1,64,500,Severe
23:00:00,2020-01-03,457.65,52.6,5.22,14.8,56,500,Severe
6:00:00,2020-01-03,539.4,62.56666667,6.2,9.0,100,500,Severe
12:00:00,2020-01-03,430.3,47.8,5.19,20.1,55,500,Severe
18:00:00,2020-01-03,493.1,71.5,7.83,14.2,50,500,Severe
23:00:00,2020-01-03,498.65,56.2,5.46,15.0,51,500,Severe
6:00:00,2020-01-03,633.6,73.86666667,6.15,8.8,100,500,Severe
12:00:00,2020-01-03,316.2,43.56666667,3.32,17.0,55,392,Very Poor
18:00:00,2020-01-03,451.25,83.26666667,5.69,15.8,51,500,Severe
23:00:00,2020-01-03,446.15,52.0,4.42,12.5,51,500,Severe
6:00:00,2020-01-03,508.25,51.53333333,6.08,8.4,98,500,Severe
12:00:00,2020-01-03,397.35,44.76666667,3.6,19.5,55,500,Severe
18:00:00,2020-01-03,517.6,84.96666667,5.73,16.0,56,500,Severe
23:00:00,2020-01-03,444.4,57.0,4.53,15.7,57,500,Severe
6:00:00,2020-01-03,589.65,67.76666667,7.27,6.6,97,500,Severe
12:00:00,2020-01-03,350.85,45.33333333,3.05,17.9,56,456,Severe
18:00:00,2020-01-03,492.8,65.23333333,7.92,12.4,56,500,Severe
23:00:00,2020-01-03,558.8,57.9,6.06,15.6,49,500,Severe
6:00:00,2020-01-03,592.9,58.43333333,4.7,6.3,100,500,Severe
12:00:00,2020-01-03,315.65,34.23333333,2.85,18.5,47,383,Very Poor
18:00:00,2020-01-03,516.1,76.46666667,5.83,13.0,62,500,Severe
23:00:00,2020-01-03,461.25,54.7,4.19,14.5,59,500,Severe
6:00:00,2020-01-03,601.1,65.83333333,5.7,9.5,100,500,Severe
12:00:00,2020-01-03,323.05,41.93333333,3.39,18.1,61,394,Very Poor
18:00:00,2020-01-03,389.25,71.96666667,5.83,15.4,48,475,Severe
23:00:00,2020-01-03,395.6,47.26666667,3.92,15.2,64,482,Severe
6:00:00,2020-01-03,525.65,64.9,6.07,9.4,97,500,Severe
12:00:00,2020-01-03,339.3,36.46666667,3.07,19.2,47,419,Severe
18:00:00,2020-01-03,393.9,61.16666667,5.18,13.0,53,495,Severe
23:00:00,2020-01-03,435.85,57.86666667,4.79,14.4,52,500,Severe
6:00:00,2020-01-03,546.3,65.0,4.21,6.6,100,500,Severe
12:00:00,2020-01-03,346.5,37.96666667,3.72,17.7,52,438,Severe
18:00:00,2020-01-03,409.5,73.06666667,6.17,13.2,47,500,Severe
23:00:00,2020-01-03,468.75,49.6,5.12,12.8,59,500,Severe
6:00:00,2020-01-03,517.05,62.33333333,5.82,7.6,100,500,Severe
12:00:00,2020-01-03,342.05,41.26666667,3.51,18.1,51,448,Severe
18:00:00,2020-01-03,441.45,78.53333333,4.9,14.2,52,500,Severe
23:00:00,2020-01-03,403.1,49.96666667,3.76,13.8,61,487,Severe
6:00:00,2020-01-03,496.8,52.33333333,4.84,8.7,100,500,Severe
12:00:00,2020-01-03,332.3,37.23333333,2.97,18.9,58,422,Severe
18:00:00,2020-01-03,405.3,60.1,6.22,13.1,48,500,Severe
23:00:00,2020-01-03,445.9,52.86666667,4.31,14.3,58,500,Severe
6:00:00,2020-01-03,554.0,54.26666667,5.28,6.4,100,500,Severe
12:00:00,2020-01-03,339.0,40.33333333,3.71,17.4,58,430,Severe
18:00:00,2020-01-03,387.75,72.43333333,6.42,12.6,46,464,Severe
23:00:00,2020-01-03,433.4,50.33333333,4.4,15.2,58,500,Severe
6:00:00,2020-01-03,501.65,48.46666667,4.25,8.1,100,500,Severe
12:00:00,2020-01-03,249.15,40.3,2.64,17.0,58,350,Very Poor
18:00:00,2020-01-03,354.85,47.53333333,5.31,12.6,55,426,Severe
23:00:00,2020-01-03,366.3,43.86666667,3.32,15.7,61,470,Severe
6:00:00,2020-01-03,551.2,60.1,5.43,9.6,100,500,Severe
12:00:00,2020-01-03,314.35,35.6,3.34,18.8,58,388,Very Poor
18:00:00,2020-01-03,293.55,57.76666667,3.7,14.8,60,374,Very Poor
23:00:00,2020-01-03,456.7,53.66666667,4.46,13.3,60,500,Severe
6:00:00,2020-01-03,490.0,59.73333333,6.32,7.8,100,500,Severe
12:00:00,2020-01-03,334.2,42.6,3.3,19.4,64,428,Severe
18:00:00,2020-01-03,362.15,68.23333333,6.17,12.9,65,440,Severe
23:00:00,2020-01-03,417.1,42.4,4.29,13.7,48,500,Severe
6:00:00,2020-01-03,448.5,47.76666667,5.31,9.6,97,500,Severe
12:00:00,2020-01-03,321.85,38.46666667,3.28,17.8,56,386,Very Poor
18:00:00,2020-01-03,306.55,62.63333333,3.9,15.4,61,384,Very Poor
23:00:00,2020-01-03,414.1,50.16666667,3.57,12.0,49,500,Severe
6:00:00,2020-01-03,446.9,48.2,4.61,9.1,100,500,Severe
12:00:00,2020-01-03,288.25,36.73333333,2.71,17.0,62,373,Very Poor
18:00:00,2020-01-03,387.45,65.1,6.24,12.4,64,500,Severe
23:00:00,2020-01-03,444.35,44.93333333,4.65,13.4,55,500,Severe
6:00:00,2020-01-03,465.35,47.33333333,4.77,8.4,100,500,Severe
12:00:00,2020-01-03,314.3,40.0,3.39,17.7,64,378,Very Poor
18:00:00,2020-01-03,318.25,55.76666667,5.57,15.7,48,388,Very Poor
23:00:00,2020-01-03,471.4,53.3,4.91,12.2,64,500,Severe
6:00:00,2020-01-03,547.65,60.76666667,6.12,6.3,100,500,Severe
12:00:00,2020-01-03,407.8,45.9,4.16,16.9,53,500,Severe
18:00:00,2020-01-03,448.3,61.56666667,6.16,13.9,50,500,Severe
23:00:00,2020-01-03,420.8,54.1,4.13,14.9,60,500,Severe
6:00:00,2020-01-03,504.35,58.66666667,5.16,9.2,100,500,Severe
12:00:00,2020-01-03,278.9,38.86666667,3.73,19.4,50,369,Very Poor
18:00:00,2020-01-03,387.25,54.76666667,6.67,14.4,49,488,Severe
23:00:00,2020-01-03,419.35,53.3,5.12,15.5,55,500,Severe
6:00:00,2020-01-03,420.25,44.9,4.38,9.3,100,500,Severe
12:00:00,2020-01-03,298.2,36.43333333,2.77,17.5,55,371,Very Poor
18:00:00,2020-01-03,328.9,59.56666667,5.63,14.0,59,390,Very Poor
23:00:00,2020-01-03,419.6,45.6,3.77,14.9,54,500,Severe
6:00:00,2020-01-03,571.2,66.03333333,4.78,7.3,100,500,Severe
12:00:00,2020-01-03,384.05,38.5,4.16,17.8,57,500,Severe
18:00:00,2020-01-03,426.3,71.36666667,5.4,14.6,54,500,Severe
23:00:00,2020-01-03,511.2,46.0,4.36,12.6,55,500,Severe
6:00:00,2020-01-03,565.85,74.33333333,5.53,7.1,100,500,Severe
12:00:00,2020-01-03,301.75,38.0,3.94,20.5,64,383,Very Poor
18:00:00,2020-01-03,444.8,65.86666667,8.2,12.8,45,500,Severe
23:00:00,2020-01-03,556.45,59.56666667,6.23,13.6,57,500,Severe
6:00:00,2020-01-04,618.75,58.96666667,6.08,9.6,100,500,Severe
12:00:00,2020-01-04,487.8,52.93333333,4.13,19.3,55,500,Severe
18:00:00,2020-01-04,452.35,51.03333333,5.79,14.9,46,500,Severe
23:00:00,2020-01-04,493.95,53.46666667,5.06,14.2,51,500,Severe
6:00:00,2020-01-04,635.2,67.53333333,5.32,8.7,99,500,Severe
12:00:00,2020-01-04,335.2,50.0,3.44,18.7,60,405,Severe
18:00:00,2020-01-04,483.2,54.5,7.76,14.4,55,500,Severe
23:00:00,2020-01-04,472.7,59.36666667,4.29,14.7,56,500,Severe
6:00:00,2020-01-04,459.8,50.8,5.36,7.1,99,500,Severe
12:00:00,2020-01-04,338.95,52.16666667,3.81,20.5,49,403,Severe
18:00:00,2020-01-04,377.45,45.53333333,5.18,15.5,51,450,Severe
23:00:00,2020-01-04,483.75,61.76666667,5.74,13.1,47,500,Severe
6:00:00,2020-01-04,551.8,61.26666667,5.11,7.3,100,500,Severe
12:00:00,2020-01-04,392.15,48.63333333,3.46,18.8,58,494,Severe
18:00:00,2020-01-04,374.0,55.23333333,5.95,12.7,47,443,Severe
23:00:00,2020-01-04,432.0,48.3,4.63,12.3,59,500,Severe
6:00:00,2020-01-04,518.55,60.86666667,4.89,6.9,100,500,Severe
12:00:00,2020-01-04,325.95,46.96666667,3.25,20.4,58,397,Very Poor
18:00:00,2020-01-04,325.3,40.03333333,6.0,12.8,59,394,Very Poor
23:00:00,2020-01-04,510.5,56.9,4.81,14.8,64,500,Severe
6:00:00,2020-01-04,353.5,44.1,3.99,9.5,100,416,Severe
12:00:00,2020-01-04,405.25,45.6,4.72,19.2,48,500,Severe
18:00:00,2020-01-04,333.65,34.7,4.8,15.2,54,412,Severe
23:00:00,2020-01-04,416.85,50.63333333,5.47,15.4,63,500,Severe
6:00:00,2020-01-04,394.5,54.46666667,4.25,9.0,99,476,Severe
12:00:00,2020-01-04,345.9,38.8,4.2,19.5,59,420,Severe
18:00:00,2020-01-04,340.85,39.13333333,4.72,13.4,47,440,Severe
23:00:00,2020-01-04,395.7,44.93333333,3.73,12.5,49,500,Severe
6:00:00,2020-01-04,473.55,59.0,5.63,7.2,100,500,Severe
12:00:00,2020-01-04,274.05,39.33333333,3.56,17.7,48,367,Very Poor
18:00:00,2020-01-04,286.85,37.8,4.14,12.9,58,375,Very Poor
23:00:00,2020-01-04,452.6,42.46666667,4.27,12.3,61,500,Severe
6:00:00,2020-01-04,479.75,49.13333333,5.08,7.7,100,500,Severe
12:00:00,2020-01-04,356.65,44.26666667,4.37,17.9,55,448,Severe
18:00:00,2020-01-04,299.95,36.23333333,4.8,15.7,53,375,Very Poor
23:00:00,2020-01-04,337.45,44.03333333,4.2,13.9,59,402,Severe
6:00:00,2020-01-04,378.25,41.63333333,4.42,9.8,100,462,Severe
12:00:00,2020-01-04,345.95,48.1,3.38,19.0,61,412,Severe
18:00:00,2020-01-04,287.05,37.7,4.31,14.5,48,371,Very Poor
23:00:00,2020-01-04,314.45,47.06666667,3.06,15.1,45,382,Very Poor
6:00:00,2020-01-04,403.1,51.2,4.83,7.0,100,488,Severe
12:00:00,2020-01-04,358.95,47.83333333,3.16,18.3,51,466,Severe
18:00:00,2020-01-04,393.3,47.66666667,4.98,13.0,50,500,Severe
23:00:00,2020-01-04,359.7,41.43333333,3.44,14.7,54,448,Severe
6:00:00,2020-01-04,386.2,47.0,4.04,8.7,100,500,Severe
12:00:00,2020-01-04,330.5,48.56666667,3.65,17.2,55,391,Very Poor
18:00:00,2020-01-04,331.35,48.2,5.37,12.1,53,403,Severe
23:00:00,2020-01-04,300.6,33.33333333,2.52,14.7,61,366,Very Poor
6:00:00,2020-01-04,418.8,52.4,4.84,8.6,100,500,Severe
12:00:00,2020-01-04,350.5,45.53333333,3.72,18.6,46,458,Severe
18:00:00,2020-01-04,353.75,42.56666667,4.42,12.1,59,463,Severe
23:00:00,2020-01-04,303.9,36.96666667,2.88,13.3,50,369,Very Poor
6:00:00,2020-01-04,353.85,38.5,3.85,7.0,100,430,Severe
12:00:00,2020-01-04,284.55,33.83333333,3.53,17.3,54,368,Very Poor
18:00:00,2020-01-04,271.0,39.43333333,4.47,13.8,59,365,Very Poor
23:00:00,2020-01-04,330.25,49.0,4.29,12.7,55,394,Very Poor
6:00:00,2020-01-04,548.55,60.96666667,6.16,9.2,100,500,Severe
12:00:00,2020-01-04,366.6,47.83333333,3.94,19.3,54,444,Severe
18:00:00,2020-01-04,357.45,40.53333333,6.73,15.0,56,419,Severe
23:00:00,2020-01-04,378.65,53.33333333,4.96,12.1,57,451,Severe
6:00:00,2020-01-04,397.25,48.16666667,3.51,8.2,100,500,Severe
12:00:00,2020-01-04,387.5,47.76666667,3.73,18.4,50,500,Severe
18:00:00,2020-01-04,391.55,40.7,6.14,12.0,63,500,Severe
23:00:00,2020-01-04,379.25,49.5,3.44,13.0,60,496,Severe
6:00:00,2020-01-04,474.15,58.36666667,5.34,8.5,100,500,Severe
12:00:00,2020-01-04,320.65,44.16666667,3.57,19.9,46,399,Very Poor
18:00:00,2020-01-04,362.3,43.83333333,5.64,13.2,63,472,Severe
23:00:00,2020-01-04,397.5,49.33333333,3.25,15.2,57,500,Severe
6:00:00,2020-01-04,339.8,41.43333333,3.56,6.9,100,428,Severe
12:00:00,2020-01-04,340.9,46.6,4.05,20.0,56,431,Severe
18:00:00,2020-01-04,347.8,41.8,4.21,12.8,58,454,Severe
23:00:00,2020-01-04,407.8,46.03333333,4.38,14.6,54,500,Severe
6:00:00,2020-01-04,479.85,40.8,5.32,8.6,100,500,Severe
12:00:00,2020-01-04,350.6,46.0,4.23,17.2,60,432,Severe
18:00:00,2020-01-04,335.9,36.43333333,4.73,12.4,56,429,Severe
23:00:00,2020-01-04,432.3,51.0,3.68,14.9,61,500,Severe
6:00:00,2020-01-04,394.5,44.8,3.97,7.1,100,500,Severe
12:00:00,2020-01-04,397.2,47.6,4.63,18.0,46,500,Severe
18:00:00,2020-01-04,398.3,49.66666667,5.88,12.3,47,500,Severe
23:00:00,2020-01-04,382.75,41.33333333,4.6,12.6,49,499,Severe
6:00:00,2020-01-04,482.1,55.53333333,5.48,9.7,100,500,Severe
12:00:00,2020-01-04,341.55,38.9,3.54,18.0,58,409,Severe
18:00:00,2020-01-04,311.1,42.26666667,4.31,13.5,54,378,Very Poor
23:00:00,2020-01-04,393.1,54.6,4.49,13.6,59,471,Severe
6:00:00,2020-01-04,452.0,50.53333333,5.42,7.2,100,500,Severe
